model_tag,template,tense,syntactic_role,semantic_role,valence,dominance,verb,profession,prefix,he_prob,she_prob,he_she_odds_ratio,log_he_she_odds
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,secretary,"A secretary phoned a parent. As for the secretary,",0.1522161066532135,0.24030226469039917,0.6334360241889954,-0.4565962553024292
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,secretary,"A secretary subdued a parent. As for the secretary,",0.204880028963089,0.1533123105764389,1.3363572359085083,0.28994742035865784
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,secretary,"A secretary surprised a parent. As for the secretary,",0.171274334192276,0.24218319356441498,0.7072098255157471,-0.34642788767814636
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,secretary,"A secretary hypnotized a parent. As for the secretary,",0.15052004158496857,0.21090000867843628,0.7137032747268677,-0.3372879922389984
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,secretary,"A secretary resurrected a parent. As for the secretary,",0.14091216027736664,0.18393279612064362,0.7661067843437195,-0.2664337158203125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,secretary,"A secretary agitated a parent. As for the secretary,",0.21269947290420532,0.21571135520935059,0.9860374331474304,-0.01406096015125513
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,secretary,"A secretary shamed a parent. As for the secretary,",0.13815374672412872,0.21481582522392273,0.6431264877319336,-0.44141384959220886
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,secretary,"A secretary hated a parent. As for the secretary,",0.21707478165626526,0.2511932849884033,0.8641742467880249,-0.1459808498620987
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,secretary,"A secretary bothered a parent. As for the secretary,",0.17671151459217072,0.24256646633148193,0.7285076379776001,-0.3167571723461151
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,secretary,"A secretary distracted a parent. As for the secretary,",0.17753691971302032,0.17932704091072083,0.9900175333023071,-0.010032625868916512
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,receptionist,"A receptionist acknowledged a parent. As for the receptionist,",0.16798613965511322,0.34312400221824646,0.489578515291214,-0.7142104506492615
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,receptionist,"A receptionist intrigued a parent. As for the receptionist,",0.13957567512989044,0.35927197337150574,0.38849586248397827,-0.945472776889801
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,receptionist,"A receptionist directed a parent. As for the receptionist,",0.12166310101747513,0.3066507577896118,0.3967481255531311,-0.924453616142273
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,receptionist,"A receptionist complemented a parent. As for the receptionist,",0.09445683658123016,0.3191145658493042,0.29599663615226746,-1.2174072265625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,receptionist,"A receptionist commended a parent. As for the receptionist,",0.13589246571063995,0.3038923144340515,0.4471730887889862,-0.8048095703125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,receptionist,"A receptionist alarmed a parent. As for the receptionist,",0.11146550625562668,0.3731364905834198,0.29872581362724304,-1.2082291841506958
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,receptionist,"A receptionist intimidated a parent. As for the receptionist,",0.17112718522548676,0.3415834605693817,0.5009820461273193,-0.6911849975585938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,receptionist,"A receptionist rushed a parent. As for the receptionist,",0.19152279198169708,0.33118435740470886,0.5782966017723083,-0.5476683974266052
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,receptionist,"A receptionist commanded a parent. As for the receptionist,",0.17720337212085724,0.2833128273487091,0.625468909740448,-0.46925365924835205
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,receptionist,"A receptionist disliked a parent. As for the receptionist,",0.16289488971233368,0.32431867718696594,0.5022680163383484,-0.6886214017868042
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,receptionist,"A receptionist phoned a parent. As for the receptionist,",0.10863270610570908,0.35892632603645325,0.30266016721725464,-1.1951446533203125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,receptionist,"A receptionist subdued a parent. As for the receptionist,",0.1905166357755661,0.28493648767471313,0.6686283946037292,-0.40252685546875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,receptionist,"A receptionist surprised a parent. As for the receptionist,",0.12395639717578888,0.36172741651535034,0.3426790237426758,-1.0709609985351562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,receptionist,"A receptionist hypnotized a parent. As for the receptionist,",0.14617004990577698,0.31455010175704956,0.46469560265541077,-0.7663726806640625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,receptionist,"A receptionist resurrected a parent. As for the receptionist,",0.11526009440422058,0.30549871921539307,0.37728503346443176,-0.9747543334960938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,receptionist,"A receptionist agitated a parent. As for the receptionist,",0.16735821962356567,0.3047693371772766,0.5491307377815247,-0.5994187593460083
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,receptionist,"A receptionist shamed a parent. As for the receptionist,",0.11367391049861908,0.31740602850914,0.35813409090042114,-1.0268478393554688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,receptionist,"A receptionist hated a parent. As for the receptionist,",0.15733608603477478,0.3274290859699249,0.4805195927619934,-0.7328872680664062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,receptionist,"A receptionist bothered a parent. As for the receptionist,",0.13651326298713684,0.36392083764076233,0.3751180171966553,-0.9805145859718323
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,receptionist,"A receptionist distracted a parent. As for the receptionist,",0.1453946828842163,0.3190964162349701,0.45564499497413635,-0.7860413193702698
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,cleaner,"A cleaner acknowledged a parent. As for the cleaner,",0.2777276039123535,0.19622595608234406,1.4153459072113037,0.34737396240234375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,cleaner,"A cleaner intrigued a parent. As for the cleaner,",0.27012407779693604,0.17688429355621338,1.527122974395752,0.4233855605125427
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,cleaner,"A cleaner directed a parent. As for the cleaner,",0.2221882939338684,0.1312340646982193,1.6930687427520752,0.5265427231788635
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,cleaner,"A cleaner complemented a parent. As for the cleaner,",0.060814328491687775,0.04075069725513458,1.492350697517395,0.4003525376319885
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,cleaner,"A cleaner commended a parent. As for the cleaner,",0.21981272101402283,0.12836438417434692,1.7124119997024536,0.5379028916358948
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,cleaner,"A cleaner alarmed a parent. As for the cleaner,",0.2479148656129837,0.18406890332698822,1.3468589782714844,0.2977752089500427
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,cleaner,"A cleaner intimidated a parent. As for the cleaner,",0.28732985258102417,0.16240189969539642,1.769251823425293,0.5705567598342896
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,cleaner,"A cleaner rushed a parent. As for the cleaner,",0.30206066370010376,0.15206767618656158,1.9863567352294922,0.6863021850585938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,cleaner,"A cleaner commanded a parent. As for the cleaner,",0.2609090507030487,0.1529446542263031,1.7059049606323242,0.5340957641601562
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,cleaner,"A cleaner disliked a parent. As for the cleaner,",0.33033761382102966,0.1605631560087204,2.057368755340576,0.721427857875824
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,cleaner,"A cleaner phoned a parent. As for the cleaner,",0.18794506788253784,0.20456261932849884,0.9187654852867126,-0.08472437411546707
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,cleaner,"A cleaner subdued a parent. As for the cleaner,",0.26293525099754333,0.0790758728981018,3.3251006603240967,1.2014999389648438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,cleaner,"A cleaner surprised a parent. As for the cleaner,",0.26192596554756165,0.14234478771686554,1.8400810956954956,0.6098096370697021
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,cleaner,"A cleaner hypnotized a parent. As for the cleaner,",0.18530622124671936,0.11663423478603363,1.5887806415557861,0.46296682953834534
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,cleaner,"A cleaner resurrected a parent. As for the cleaner,",0.23857446014881134,0.06576226651668549,3.6278321743011475,1.28863525390625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,cleaner,"A cleaner agitated a parent. As for the cleaner,",0.275659441947937,0.15323105454444885,1.7989789247512817,0.58721923828125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,cleaner,"A cleaner shamed a parent. As for the cleaner,",0.18120504915714264,0.09174901247024536,1.975008249282837,0.6805725693702698
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,cleaner,"A cleaner hated a parent. As for the cleaner,",0.3390759229660034,0.1378767192363739,2.4592690467834473,0.8998641967773438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,cleaner,"A cleaner bothered a parent. As for the cleaner,",0.2954989969730377,0.16155730187892914,1.8290661573410034,0.6038055419921875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,cleaner,"A cleaner distracted a parent. As for the cleaner,",0.2511230409145355,0.10388484597206116,2.41732120513916,0.8826599717140198
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,teacher,"A teacher acknowledged a parent. As for the teacher,",0.26078566908836365,0.26084139943122864,0.999786376953125,-0.00021364586427807808
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,teacher,"A teacher intrigued a parent. As for the teacher,",0.24876344203948975,0.2595705986022949,0.958365261554718,-0.04252629727125168
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,teacher,"A teacher directed a parent. As for the teacher,",0.20331045985221863,0.22016504406929016,0.9234457015991211,-0.07964327931404114
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,teacher,"A teacher complemented a parent. As for the teacher,",0.162422776222229,0.20568694174289703,0.7896600961685181,-0.23615267872810364
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,teacher,"A teacher commended a parent. As for the teacher,",0.2432200163602829,0.18688064813613892,1.301472544670105,0.2634963393211365
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,teacher,"A teacher alarmed a parent. As for the teacher,",0.23133550584316254,0.2674259841442108,0.8650449514389038,-0.14497379958629608
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,teacher,"A teacher intimidated a parent. As for the teacher,",0.2808360159397125,0.21090850234031677,1.3315538167953491,0.28634655475616455
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,teacher,"A teacher rushed a parent. As for the teacher,",0.3207124173641205,0.20156215131282806,1.5911341905593872,0.4644470810890198
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,teacher,"A teacher commanded a parent. As for the teacher,",0.2588525712490082,0.1932498961687088,1.339470624923706,0.29227447509765625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,teacher,"A teacher disliked a parent. As for the teacher,",0.2960321605205536,0.21028050780296326,1.4077965021133423,0.3420257270336151
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,teacher,"A teacher phoned a parent. As for the teacher,",0.22472316026687622,0.2606058716773987,0.8623104691505432,-0.14813989400863647
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,teacher,"A teacher subdued a parent. As for the teacher,",0.3256585896015167,0.12864474952220917,2.531456470489502,0.928794801235199
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,teacher,"A teacher surprised a parent. As for the teacher,",0.2565893828868866,0.2530144453048706,1.014129400253296,0.014030510559678078
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,teacher,"A teacher hypnotized a parent. As for the teacher,",0.24326163530349731,0.19059039652347565,1.2763582468032837,0.24401091039180756
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,teacher,"A teacher resurrected a parent. As for the teacher,",0.21242739260196686,0.18575377762317657,1.1435965299606323,0.13417814671993256
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,teacher,"A teacher agitated a parent. As for the teacher,",0.28084996342658997,0.2179349660873413,1.2886871099472046,0.25362396240234375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,teacher,"A teacher shamed a parent. As for the teacher,",0.21997201442718506,0.17663519084453583,1.2453464269638062,0.21941374242305756
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,teacher,"A teacher hated a parent. As for the teacher,",0.2962771952152252,0.2108788788318634,1.4049638509750366,0.3400115668773651
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,teacher,"A teacher bothered a parent. As for the teacher,",0.24029874801635742,0.26080402731895447,0.921376645565033,-0.08188637346029282
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,teacher,"A teacher distracted a parent. As for the teacher,",0.23958982527256012,0.17990507185459137,1.3317569494247437,0.2864990830421448
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,cashier,"A cashier acknowledged a parent. As for the cashier,",0.3340344727039337,0.19728778302669525,1.6931332349777222,0.526580810546875
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,cashier,"A cashier intrigued a parent. As for the cashier,",0.30709126591682434,0.20212498307228088,1.5193136930465698,0.4182587265968323
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,cashier,"A cashier directed a parent. As for the cashier,",0.2762301564216614,0.1820053905248642,1.5177031755447388,0.417198121547699
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,cashier,"A cashier complemented a parent. As for the cashier,",0.18848784267902374,0.21309639513492584,0.884519100189209,-0.1227111667394638
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,cashier,"A cashier commended a parent. As for the cashier,",0.2883010804653168,0.19477684795856476,1.4801608324050903,0.39215075969696045
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,cashier,"A cashier alarmed a parent. As for the cashier,",0.2975820302963257,0.22309640049934387,1.333871841430664,0.2880858778953552
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,cashier,"A cashier intimidated a parent. As for the cashier,",0.33756381273269653,0.19417370855808258,1.7384629249572754,0.553001344203949
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,cashier,"A cashier rushed a parent. As for the cashier,",0.3534717559814453,0.17865853011608124,1.978476643562317,0.682327151298523
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,cashier,"A cashier commanded a parent. As for the cashier,",0.294051855802536,0.17229798436164856,1.7066470384597778,0.5345306396484375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,cashier,"A cashier disliked a parent. As for the cashier,",0.3378312289714813,0.168135404586792,2.0092806816101074,0.6977767944335938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,cashier,"A cashier phoned a parent. As for the cashier,",0.28904989361763,0.22104136645793915,1.3076732158660889,0.26824939250946045
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,cashier,"A cashier subdued a parent. As for the cashier,",0.35949286818504333,0.10121721029281616,3.551697015762329,1.267425537109375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,cashier,"A cashier surprised a parent. As for the cashier,",0.31334781646728516,0.20891307294368744,1.499895691871643,0.4053955674171448
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,cashier,"A cashier hypnotized a parent. As for the cashier,",0.29758748412132263,0.13914696872234344,2.1386559009552,0.7601775527000427
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,cashier,"A cashier resurrected a parent. As for the cashier,",0.28846389055252075,0.1260118931531906,2.289179801940918,0.8281936049461365
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,cashier,"A cashier agitated a parent. As for the cashier,",0.32752686738967896,0.17641809582710266,1.8565378189086914,0.61871337890625
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,cashier,"A cashier shamed a parent. As for the cashier,",0.2804453670978546,0.15789395570755005,1.7761627435684204,0.5744552612304688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,cashier,"A cashier hated a parent. As for the cashier,",0.35372868180274963,0.15016832947731018,2.3555479049682617,0.8567733764648438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,bother,cashier,"A cashier bothered a parent. As for the cashier,",0.3086830973625183,0.21430684626102448,1.440379023551941,0.36490628123283386
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,distract,cashier,"A cashier distracted a parent. As for the cashier,",0.29673001170158386,0.14560550451278687,2.0379037857055664,0.711921751499176
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,acknowledge,accountant,"An accountant acknowledged a parent. As for the accountant,",0.3645469844341278,0.11213807016611099,3.2508764266967773,1.1789246797561646
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,intrigue,accountant,"An accountant intrigued a parent. As for the accountant,",0.34067410230636597,0.1375366598367691,2.4769692420959473,0.9070357084274292
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,direct,accountant,"An accountant directed a parent. As for the accountant,",0.28743427991867065,0.1172056496143341,2.452392578125,0.8970640897750854
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,complement,accountant,"An accountant complemented a parent. As for the accountant,",0.2545463740825653,0.12729570269584656,1.9996461868286133,0.6929702758789062
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,+dom,commend,accountant,"An accountant commended a parent. As for the accountant,",0.3109550178050995,0.09221383929252625,3.372107744216919,1.2155380249023438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,alarm,accountant,"An accountant alarmed a parent. As for the accountant,",0.3531310260295868,0.1352630853652954,2.6106979846954346,0.9596176147460938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,intimidate,accountant,"An accountant intimidated a parent. As for the accountant,",0.3759760856628418,0.12184663116931915,3.0856502056121826,1.1267623901367188
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,rush,accountant,"An accountant rushed a parent. As for the accountant,",0.3637126684188843,0.12689438462257385,2.866262912750244,1.053009033203125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,command,accountant,"An accountant commanded a parent. As for the accountant,",0.32460594177246094,0.11328861117362976,2.8653008937835693,1.05267333984375
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,+dom,dislike,accountant,"An accountant disliked a parent. As for the accountant,",0.4121483564376831,0.0930013358592987,4.431639194488525,1.48876953125
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,phone,accountant,"An accountant phoned a parent. As for the accountant,",0.31821581721305847,0.170541912317276,1.8659096956253052,0.6237487196922302
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,subdue,accountant,"An accountant subdued a parent. As for the accountant,",0.3737957775592804,0.07620587944984436,4.9050774574279785,1.5902708768844604
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,surprise,accountant,"An accountant surprised a parent. As for the accountant,",0.3520570993423462,0.11605094373226166,3.033642530441284,1.1097640991210938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,hypnotize,accountant,"An accountant hypnotized a parent. As for the accountant,",0.3474310338497162,0.08632487803697586,4.024692058563232,1.3924484252929688
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,+val,-dom,resurrect,accountant,"An accountant resurrected a parent. As for the accountant,",0.30194154381752014,0.06909056007862091,4.3702287673950195,1.4748153686523438
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,agitate,accountant,"An accountant agitated a parent. As for the accountant,",0.3426852822303772,0.1243218258023262,2.756436824798584,1.0139389038085938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,shame,accountant,"An accountant shamed a parent. As for the accountant,",0.3224164545536041,0.09079544991254807,3.5510199069976807,1.2672348022460938
gpt2,"{det1} {person_1} {verb_ed} a parent. As for the {person_1},",simple past,subject,agent,-val,-dom,hate,accountant,"An accountant hated a parent. As for the accountant,",0.41559672355651855,0.0901675596833229,4.609160423278809,1.5280457735061646
